interaction,directionality,classification,modulatory_effect,interactor1,interactor2,cell1,cell2
APP -> LRP6,,,,APP,LRP6,STRIATUM_1,STRIATUM_2
APP -> LRP6,,,,APP,LRP6,STRIATUM_1,STRIATUM_2
ASIP -> MGRN1,,,,ASIP,MGRN1,STRIATUM_1,STRIATUM_2
ASIP -> ATRN,,,,ASIP,ATRN,STRIATUM_1,STRIATUM_2
HSPA1A -> GRIN2D,,,,HSPA1A,GRIN2D,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH3,,,,PSEN1,NOTCH3,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH3,,,,PSEN1,NOTCH3,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH3,,,,PSEN1,NOTCH3,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH3,,,,PSEN1,NOTCH3,STRIATUM_1,STRIATUM_2
APP -> APLP2,,,,APP,APLP2,STRIATUM_1,STRIATUM_2
HLA-A -> APLP2,,,,HLA-A,APLP2,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR1,,,,BMP2,ACVR1,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR1,,,,BMP2,ACVR1,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR1,,,,BMP2,ACVR1,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR1,,,,BMP2,ACVR1,STRIATUM_1,STRIATUM_2
VEGFA -> TYRO3,,,,VEGFA,TYRO3,STRIATUM_1,STRIATUM_2
BMP2 -> GPC1,,,,BMP2,GPC1,STRIATUM_1,STRIATUM_2
NRG1 -> GPC1,,,,NRG1,GPC1,STRIATUM_1,STRIATUM_2
APP -> GPC1,,,,APP,GPC1,STRIATUM_1,STRIATUM_2
VEGFA -> GPC1,,,,VEGFA,GPC1,STRIATUM_1,STRIATUM_2
VEGFA -> GPC1,,,,VEGFA,GPC1,STRIATUM_1,STRIATUM_2
VEGFA -> GPC1,,,,VEGFA,GPC1,STRIATUM_1,STRIATUM_2
VEGFA -> GPC1,,,,VEGFA,GPC1,STRIATUM_1,STRIATUM_2
RTN4 -> CNTNAP1,,,,RTN4,CNTNAP1,STRIATUM_1,STRIATUM_2
RTN4 -> CNTNAP1,,,,RTN4,CNTNAP1,STRIATUM_1,STRIATUM_2
RTN4 -> CNTNAP1,,,,RTN4,CNTNAP1,STRIATUM_1,STRIATUM_2
RTN4 -> CNTNAP1,,,,RTN4,CNTNAP1,STRIATUM_1,STRIATUM_2
AFDN -> NRXN2,,,,AFDN,NRXN2,STRIATUM_1,STRIATUM_2
CALM2 -> CACNA1C,,,,CALM2,CACNA1C,STRIATUM_1,STRIATUM_2
CALM2 -> CACNA1C,,,,CALM2,CACNA1C,STRIATUM_1,STRIATUM_2
CALM2 -> CACNA1C,,,,CALM2,CACNA1C,STRIATUM_1,STRIATUM_2
CALM2 -> CACNA1C,,,,CALM2,CACNA1C,STRIATUM_1,STRIATUM_2
NCAM1 -> CACNA1C,,,,NCAM1,CACNA1C,STRIATUM_1,STRIATUM_2
CALM1 -> CACNA1C,,,,CALM1,CACNA1C,STRIATUM_1,STRIATUM_2
CALM1 -> CACNA1C,,,,CALM1,CACNA1C,STRIATUM_1,STRIATUM_2
CALM1 -> CACNA1C,,,,CALM1,CACNA1C,STRIATUM_1,STRIATUM_2
CALM1 -> CACNA1C,,,,CALM1,CACNA1C,STRIATUM_1,STRIATUM_2
CALM3 -> CACNA1C,,,,CALM3,CACNA1C,STRIATUM_1,STRIATUM_2
NRG3 -> ERBB3,,,,NRG3,ERBB3,STRIATUM_1,STRIATUM_2
NRG3 -> ERBB3,,,,NRG3,ERBB3,STRIATUM_1,STRIATUM_2
NRG3 -> ERBB3,,,,NRG3,ERBB3,STRIATUM_1,STRIATUM_2
NRG3 -> ERBB3,,,,NRG3,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
L1CAM -> ERBB3,,,,L1CAM,ERBB3,STRIATUM_1,STRIATUM_2
L1CAM -> ERBB3,,,,L1CAM,ERBB3,STRIATUM_1,STRIATUM_2
L1CAM -> ERBB3,,,,L1CAM,ERBB3,STRIATUM_1,STRIATUM_2
L1CAM -> ERBB3,,,,L1CAM,ERBB3,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
CALM1 -> PTH2R,,,,CALM1,PTH2R,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH1,,,,PSEN1,NOTCH1,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH1,,,,PSEN1,NOTCH1,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH1,,,,PSEN1,NOTCH1,STRIATUM_1,STRIATUM_2
PSEN1 -> NOTCH1,,,,PSEN1,NOTCH1,STRIATUM_1,STRIATUM_2
ADAM17 -> NOTCH1,,,,ADAM17,NOTCH1,STRIATUM_1,STRIATUM_2
ADAM17 -> NOTCH1,,,,ADAM17,NOTCH1,STRIATUM_1,STRIATUM_2
ADAM17 -> NOTCH1,,,,ADAM17,NOTCH1,STRIATUM_1,STRIATUM_2
ADAM17 -> NOTCH1,,,,ADAM17,NOTCH1,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
SORBS1 -> ITGA1,,,,SORBS1,ITGA1,STRIATUM_1,STRIATUM_2
COL6A1 -> ITGA1,,,,COL6A1,ITGA1,STRIATUM_1,STRIATUM_2
VEGFD -> ITGA1,,,,VEGFD,ITGA1,STRIATUM_1,STRIATUM_2
COL6A3 -> ITGA1,,,,COL6A3,ITGA1,STRIATUM_1,STRIATUM_2
COL5A2 -> ITGA1,,,,COL5A2,ITGA1,STRIATUM_1,STRIATUM_2
COL4A1 -> ITGA1,,,,COL4A1,ITGA1,STRIATUM_1,STRIATUM_2
FYN -> THY1,,,,FYN,THY1,STRIATUM_1,STRIATUM_2
FYN -> THY1,,,,FYN,THY1,STRIATUM_1,STRIATUM_2
FYN -> THY1,,,,FYN,THY1,STRIATUM_1,STRIATUM_2
FYN -> THY1,,,,FYN,THY1,STRIATUM_1,STRIATUM_2
GNAS -> ADCY9,,,,GNAS,ADCY9,STRIATUM_1,STRIATUM_2
SORBS1 -> ITGB5,,,,SORBS1,ITGB5,STRIATUM_1,STRIATUM_2
TLN1 -> ITGB5,,,,TLN1,ITGB5,STRIATUM_1,STRIATUM_2
ITGB3BP -> ITGB5,,,,ITGB3BP,ITGB5,STRIATUM_1,STRIATUM_2
LTBP1 -> ITGB5,,,,LTBP1,ITGB5,STRIATUM_1,STRIATUM_2
NUCB2 -> ERAP1,,,,NUCB2,ERAP1,STRIATUM_1,STRIATUM_2
GNAS -> ADCY1,,,,GNAS,ADCY1,STRIATUM_1,STRIATUM_2
SORBS1 -> INSR,,,,SORBS1,INSR,STRIATUM_1,STRIATUM_2
ARF1 -> INSR,,,,ARF1,INSR,STRIATUM_1,STRIATUM_2
IGF2 -> INSR,,,,IGF2,INSR,STRIATUM_1,STRIATUM_2
IGF2 -> INSR,,,,IGF2,INSR,STRIATUM_1,STRIATUM_2
IGF2 -> INSR,,,,IGF2,INSR,STRIATUM_1,STRIATUM_2
IGF2 -> INSR,,,,IGF2,INSR,STRIATUM_1,STRIATUM_2
CALM1 -> INSR,,,,CALM1,INSR,STRIATUM_1,STRIATUM_2
CALCA -> PTH1R,,,,CALCA,PTH1R,STRIATUM_1,STRIATUM_2
DKK3 -> KREMEN1,,,,DKK3,KREMEN1,STRIATUM_1,STRIATUM_2
DKK3 -> KREMEN1,,,,DKK3,KREMEN1,STRIATUM_1,STRIATUM_2
DKK3 -> KREMEN1,,,,DKK3,KREMEN1,STRIATUM_1,STRIATUM_2
DKK3 -> KREMEN1,,,,DKK3,KREMEN1,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR2B,,,,BMP2,ACVR2B,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR2B,,,,BMP2,ACVR2B,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR2B,,,,BMP2,ACVR2B,STRIATUM_1,STRIATUM_2
BMP2 -> ACVR2B,,,,BMP2,ACVR2B,STRIATUM_1,STRIATUM_2
NRG1 -> ADGRL1,,,,NRG1,ADGRL1,STRIATUM_1,STRIATUM_2
MDK -> SDC3,,,,MDK,SDC3,STRIATUM_1,STRIATUM_2
CALM1 -> KCNQ5,,,,CALM1,KCNQ5,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
NMS -> GRM7,,,,NMS,GRM7,STRIATUM_1,STRIATUM_2
B2M -> TFRC,,,,B2M,TFRC,STRIATUM_1,STRIATUM_2
SEMA3B -> NRP2,,,,SEMA3B,NRP2,STRIATUM_1,STRIATUM_2
SEMA3B -> NRP2,,,,SEMA3B,NRP2,STRIATUM_1,STRIATUM_2
SEMA3B -> NRP2,,,,SEMA3B,NRP2,STRIATUM_1,STRIATUM_2
SEMA3B -> NRP2,,,,SEMA3B,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
VEGFA -> NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,,VEGFA,NRP2,STRIATUM_1,STRIATUM_2
COL4A1 -> CD47,,,,COL4A1,CD47,STRIATUM_1,STRIATUM_2
AFDN -> NECTIN4,,,,AFDN,PRR4,STRIATUM_1,STRIATUM_2
AFDN -> NECTIN4,,,,AFDN,PRR4,STRIATUM_1,STRIATUM_2
AFDN -> NECTIN4,,,,AFDN,PRR4,STRIATUM_1,STRIATUM_2
AFDN -> NECTIN4,,,,AFDN,PRR4,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR1A,,,,BMP2,BMPR1A,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR1A,,,,BMP2,BMPR1A,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR1A,,,,BMP2,BMPR1A,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR1A,,,,BMP2,BMPR1A,STRIATUM_1,STRIATUM_2
COLQ -> MUSK,,,,COLQ,MUSK,STRIATUM_1,STRIATUM_2
COLQ -> MUSK,,,,COLQ,MUSK,STRIATUM_1,STRIATUM_2
COLQ -> MUSK,,,,COLQ,MUSK,STRIATUM_1,STRIATUM_2
COLQ -> MUSK,,,,COLQ,MUSK,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR2,,,,BMP2,BMPR2,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR2,,,,BMP2,BMPR2,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR2,,,,BMP2,BMPR2,STRIATUM_1,STRIATUM_2
BMP2 -> BMPR2,,,,BMP2,BMPR2,STRIATUM_1,STRIATUM_2
VEGFA -> EPHB2,,,,VEGFA,EPHB2,STRIATUM_1,STRIATUM_2
AFDN -> EPHB2,,,,AFDN,EPHB2,STRIATUM_1,STRIATUM_2
PSAP -> AR,,,,PSAP,AR,STRIATUM_1,STRIATUM_2
PLTP -> ABCA1,,,,PLTP,ABCA1,STRIATUM_1,STRIATUM_2
PLTP -> ABCA1,,,,PLTP,ABCA1,STRIATUM_1,STRIATUM_2
PLTP -> ABCA1,,,,PLTP,ABCA1,STRIATUM_1,STRIATUM_2
PLTP -> ABCA1,,,,PLTP,ABCA1,STRIATUM_1,STRIATUM_2
GDNF -> EDNRB,,,,GDNF,EDNRB,STRIATUM_1,STRIATUM_2
NRG1 -> LGR4,,,,NRG1,LGR4,STRIATUM_1,STRIATUM_2
NCAM1 -> PTPRA,,,,NCAM1,PTPRA,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> ITGB1,,,,MDK,ITGB1,STRIATUM_1,STRIATUM_2
MDK -> ITGB1,,,,MDK,ITGB1,STRIATUM_1,STRIATUM_2
MDK -> ITGB1,,,,MDK,ITGB1,STRIATUM_1,STRIATUM_2
MDK -> ITGB1,,,,MDK,ITGB1,STRIATUM_1,STRIATUM_2
ANGPT1 -> ITGB1,,,,ANGPT1,ITGB1,STRIATUM_1,STRIATUM_2
VEGFA -> ITGB1,,,,VEGFA,ITGB1,STRIATUM_1,STRIATUM_2
WNT3 -> FZD2,,,,WNT3,FZD2,STRIATUM_1,STRIATUM_2
WNT3 -> ROR1,,,,WNT3,ROR1,STRIATUM_1,STRIATUM_2
APP -> TRPC6,,,,APP,TRPC6,STRIATUM_1,STRIATUM_2
APP -> LRP8,,,,APP,LRP8,STRIATUM_1,STRIATUM_2
APP -> SORCS1,,,,APP,SORCS1,STRIATUM_1,STRIATUM_2
APP -> CD47,,,,APP,CD47,STRIATUM_1,STRIATUM_2
APP -> NOTCH1,,,,APP,NOTCH1,STRIATUM_1,STRIATUM_2
APP -> DRD3,,,,APP,DRD3,STRIATUM_1,STRIATUM_2
HSP90B1 -> LRP6,,,,HSP90B1,LRP6,STRIATUM_1,STRIATUM_2
GNG4 -> KCNJ6,,,,GNG4,KCNJ6,STRIATUM_1,STRIATUM_2
THBS4 -> NOTCH1,,,,THBS4,NOTCH1,STRIATUM_1,STRIATUM_2
CLU -> LRP8,,,,CLU,LRP8,STRIATUM_1,STRIATUM_2
GDNF -> SDC3,,,,GDNF,SDC3,STRIATUM_1,STRIATUM_2
GDNF -> SORL1,,,,GDNF,SORL1,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR1C,,,,GDF11,ACVR1C,STRIATUM_1,STRIATUM_2
MDK -> LRP6,,,,MDK,LRP6,STRIATUM_1,STRIATUM_2
BMP2 -> TGFBR3,,,,BMP2,TGFBR3,STRIATUM_1,STRIATUM_2
TLN1 -> ITGB1,,,,TLN1,ITGB1,STRIATUM_1,STRIATUM_2
GNB1 -> KCNJ6,,,,GNB1,KCNJ6,STRIATUM_1,STRIATUM_2
GNB2 -> KCNJ6,,,,GNB2,KCNJ6,STRIATUM_1,STRIATUM_2
CX3CL1 -> ITGB1,,,,CX3CL1,ITGB1,STRIATUM_1,STRIATUM_2
GNG10 -> KCNJ6,,,,GNG10,KCNJ6,STRIATUM_1,STRIATUM_2
FN1 -> FLRT2,,,,FN1,FLRT2,STRIATUM_1,STRIATUM_2
ADAM10 -> NOTCH3,,,,ADAM10,NOTCH3,STRIATUM_1,STRIATUM_2
ADAM17 -> APLP2,,,,ADAM17,APLP2,STRIATUM_1,STRIATUM_2
POSTN -> ITGB1,,,,POSTN,ITGB1,STRIATUM_1,STRIATUM_2
SEMA3E -> PLXNA1,,,,SEMA3E,PLXNA1,STRIATUM_1,STRIATUM_2
ITGB1BP1 -> ITGB1,,,,ITGB1BP1,ITGB1,STRIATUM_1,STRIATUM_2
PSEN1 -> EPHB2,,,,PSEN1,EPHB2,STRIATUM_1,STRIATUM_2
SEMA3B -> PLXNA1,,,,SEMA3B,PLXNA1,STRIATUM_1,STRIATUM_2
GNAS -> PTH1R,,,,GNAS,PTH1R,STRIATUM_1,STRIATUM_2
ADAM17 -> NECTIN4,,,,ADAM17,PRR4,STRIATUM_1,STRIATUM_2
GDF11 -> TGFBR1,,,,GDF11,TGFBR1,STRIATUM_1,STRIATUM_2
HMGB1 -> HAVCR2,,,,HMGB1,HAVCR2,STRIATUM_1,STRIATUM_2
SEMA6D -> NRCAM,,,,SEMA6D,NRCAM,STRIATUM_1,STRIATUM_2
CNTN6 -> NOTCH1,,,,CNTN6,NOTCH1,STRIATUM_1,STRIATUM_2
ADAM10 -> ITGAV,,,,ADAM10,ITGAV,STRIATUM_1,STRIATUM_2
VWF -> ITGAV,,,,VWF,ITGAV,STRIATUM_1,STRIATUM_2
CX3CL1 -> ITGAV,,,,CX3CL1,ITGAV,STRIATUM_1,STRIATUM_2
HMGB1 -> ITGAV,,,,HMGB1,ITGAV,STRIATUM_1,STRIATUM_2
POSTN -> ITGAV,,,,POSTN,ITGAV,STRIATUM_1,STRIATUM_2
ADAM17 -> ITGA6,,,,ADAM17,ITGA6,STRIATUM_1,STRIATUM_2
ADAM10 -> IL6RA,,,,ADAM10,IL6R,STRIATUM_1,STRIATUM_2
WNT5B -> LRP6,,,,WNT5B,LRP6,STRIATUM_1,STRIATUM_2
ADAM17 -> TNFRSF1A,,,,ADAM17,TNFRSF1A,STRIATUM_1,STRIATUM_2
ADAM17 -> CD9,,,,ADAM17,CD9,STRIATUM_1,STRIATUM_2
NTN1 -> MCAM,,,,NTN1,MCAM,STRIATUM_1,STRIATUM_2
BSG -> SLC16A1,,,,BSG,SLC16A1,STRIATUM_1,STRIATUM_2
RTN4 -> S1PR2,,,,RTN4,S1PR2,STRIATUM_1,STRIATUM_2
BSG -> SLC16A7,,,,BSG,SLC16A7,STRIATUM_1,STRIATUM_2
L1CAM -> ITGB1,,,,L1CAM,ITGB1,STRIATUM_1,STRIATUM_2
VEGFA -> PTPRZ1,,,,VEGFA,PTPRZ1,STRIATUM_1,STRIATUM_2
GNG12 -> KCNJ6,,,,GNG12,KCNJ6,STRIATUM_1,STRIATUM_2
SELENOP -> LRP8,,,,SELENOP,LRP8,STRIATUM_1,STRIATUM_2
CDH2 -> CDH2,Adhesion-Adhesion,Adhesion by Cadherin,,CDH2,CDH2,STRIATUM_2,STRIATUM_1
CDH6 -> CDH6,Adhesion-Adhesion,Adhesion by Cadherin,,CDH6,CDH6,STRIATUM_2,STRIATUM_1
CDH7 -> CDH7,Adhesion-Adhesion,Adhesion by Cadherin,,CDH7,CDH7,STRIATUM_2,STRIATUM_1
CEACAM1 -> CD209,Adhesion-Adhesion,Adhesion by CEAM,,CEACAM1,CD209,STRIATUM_2,STRIATUM_1
CEACAM1 -> CD209,Adhesion-Adhesion,Adhesion by CEAM,,CEACAM1,CD209,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGA1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGA1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA10+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA10+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA11+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA11+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA2+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGA2,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA2+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA2+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGA2,STRIATUM_2,STRIATUM_1
COL11A1 -> ITGA2+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL11A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGA1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGA1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA1+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA10+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA10+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA11+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA11+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGB1,STRIATUM_2,STRIATUM_1
COL13A1 -> ITGA2+ITGB1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,,COL13A1,ITGA2,STRIATUM_2,STRIATUM_1
